"","tract","name","number","start.freq","end.freq","lat","lng","state","number.of.households","avg.household.size","percent.disability","percent.veterans","number.of.children","percent.children","number.enrolled.in.school","percent.schooling.no.diploma","percent.schooling.hs.graduate","percent.schooling.some.college","percent.schooling.associates","percent.schooling.bachelors","percent.schooling.graduate.or.professional","percent.hs.or.higher","percent.bachelor.or.higher","percent.in.labor.force","number.commuting.to.work","percent.commute.car.alone","percent.commute.car.carpool","percent.commute.public.transit","percent.commute.walking","percent.commute.other.means","mean.travel.time.work","percent.income.less10k","percent.income.10k.15k","percent.income.15k.25k","percent.income.25k.35k","percent.income.35k.50k","percent.income.50k.75k","percent.income.75k.100k","percent.income.100k.150k","percent.income.150k.200k","percent.income.greater200k","median.income","mean.income","percent.families.below.poverty.line","percent.moved.2015.later","percent.moved.2010.2014","percent.moved.2000.2009","percent.moved.1990.1999","percent.moved.1980.1989","percent.moved.1979.earlier","percent.female","percent.race.black","percent.race.american.indian","percent.race.asian","percent.race.pacific.islander","percent.race.other","percent.race.two","percent.race.white"
"1","1400000US11001000100","34th St & Wisconsin Ave NW",31226,48695,38315,38.915761,-77.067795,"DC","2454","2.03","3.5","7.5","865","17.4","886","0.0","2.7","6.2","0.9","20.6","69.3","99.7","89.9","76.4","3067","27.5","3.3","20.6","21.1","14.1","26.4","2.4","0.6","5.6","1.0","1.8","7.2","6.9","18.9","12.1","43.5","167188","252856","0.0","8.0","43.3","29.7","9.5","6.7","2.8","53.3","1.1","0.0","4.0","0.0","0.5","1.7","92.8"
"2","1400000US11001000100","31st & Water St NW",31293,7363,11353,38.902612,-77.06112,"DC","2454","2.03","3.5","7.5","865","17.4","886","0.0","2.7","6.2","0.9","20.6","69.3","99.7","89.9","76.4","3067","27.5","3.3","20.6","21.1","14.1","26.4","2.4","0.6","5.6","1.0","1.8","7.2","6.9","18.9","12.1","43.5","167188","252856","0.0","8.0","43.3","29.7","9.5","6.7","2.8","53.3","1.1","0.0","4.0","0.0","0.5","1.7","92.8"
"3","1400000US11001000100","M St & Pennsylvania Ave NW",31246,130489,159754,38.9052288,-77.05796,"DC","2454","2.03","3.5","7.5","865","17.4","886","0.0","2.7","6.2","0.9","20.6","69.3","99.7","89.9","76.4","3067","27.5","3.3","20.6","21.1","14.1","26.4","2.4","0.6","5.6","1.0","1.8","7.2","6.9","18.9","12.1","43.5","167188","252856","0.0","8.0","43.3","29.7","9.5","6.7","2.8","53.3","1.1","0.0","4.0","0.0","0.5","1.7","92.8"
"4","1400000US11001000100","C & O Canal & Wisconsin Ave NW",31225,116338,153274,38.9036914,-77.0627162,"DC","2454","2.03","3.5","7.5","865","17.4","886","0.0","2.7","6.2","0.9","20.6","69.3","99.7","89.9","76.4","3067","27.5","3.3","20.6","21.1","14.1","26.4","2.4","0.6","5.6","1.0","1.8","7.2","6.9","18.9","12.1","43.5","167188","252856","0.0","8.0","43.3","29.7","9.5","6.7","2.8","53.3","1.1","0.0","4.0","0.0","0.5","1.7","92.8"
"5","1400000US11001000100","Georgetown Harbor / 30th St NW",31215,104608,148395,38.9029371,-77.0585492,"DC","2454","2.03","3.5","7.5","865","17.4","886","0.0","2.7","6.2","0.9","20.6","69.3","99.7","89.9","76.4","3067","27.5","3.3","20.6","21.1","14.1","26.4","2.4","0.6","5.6","1.0","1.8","7.2","6.9","18.9","12.1","43.5","167188","252856","0.0","8.0","43.3","29.7","9.5","6.7","2.8","53.3","1.1","0.0","4.0","0.0","0.5","1.7","92.8"
"6","1400000US11001000201","37th & O St NW / Georgetown University",31236,91460,88912,38.9087261,-77.0736296,"DC","3","3.33","3.4","0.0","3","30.0","3641","0.0","15.9","30.2","0.0","0.0","54.0","100.0","54.0","44.3","1529","2.8","3.4","5.2","73.7","6.6","12.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","-","N","0.0","0.0","0.0","0.0","100.0","0.0","0.0","55.3","8.3","0.0","15.4","0.0","0.6","5.9","69.8"
"7","1400000US11001000202","34th & Water St NW",31314,38089,54110,38.9038723,-77.0677325,"DC","1585","2.25","7.3","2.8","482","13.5","2019","0.4","0.8","2.0","1.6","35.1","59.4","99.0","94.6","59.7","2203","27.3","1.9","31.1","29.2","2.2","22.0","11.0","0.6","3.0","3.2","6.1","7.8","1.8","12.4","15.3","38.8","161378","192866","1.5","3.7","42.4","30.8","8.5","8.1","6.6","51.1","7.7","0.2","6.0","0.0","0.5","2.7","82.8"
"8","1400000US11001000202","Potomac & M St NW",31295,9715,12217,38.9051294,-77.0651744,"DC","1585","2.25","7.3","2.8","482","13.5","2019","0.4","0.8","2.0","1.6","35.1","59.4","99.0","94.6","59.7","2203","27.3","1.9","31.1","29.2","2.2","22.0","11.0","0.6","3.0","3.2","6.1","7.8","1.8","12.4","15.3","38.8","161378","192866","1.5","3.7","42.4","30.8","8.5","8.1","6.6","51.1","7.7","0.2","6.0","0.0","0.5","2.7","82.8"
"9","1400000US11001000202","Wisconsin Ave & O St NW",31312,56126,62785,38.9078565,-77.0635823,"DC","1585","2.25","7.3","2.8","482","13.5","2019","0.4","0.8","2.0","1.6","35.1","59.4","99.0","94.6","59.7","2203","27.3","1.9","31.1","29.2","2.2","22.0","11.0","0.6","3.0","3.2","6.1","7.8","1.8","12.4","15.3","38.8","161378","192866","1.5","3.7","42.4","30.8","8.5","8.1","6.6","51.1","7.7","0.2","6.0","0.0","0.5","2.7","82.8"
"10","1400000US11001000400","36th & Calvert St NW / Glover Park",31304,37873,21862,38.922542,-77.0708934,"DC","645","2.45","5.6","5.1","350","22.1","345","0.7","8.1","5.7","1.0","21.6","57.6","94.1","79.3","64.6","813","43.4","12.4","11.6","10.3","5.0","27.2","4.3","0.9","5.6","0.8","6.7","5.0","10.7","12.6","7.4","46.0","181406","353196","4.2","3.4","38.8","33.8","10.2","9.6","4.2","50.0","4.9","0.0","9.3","0.0","1.7","5.1","79.0"
"11","1400000US11001000501","Calvert St & Woodley Pl NW",31121,87620,80771,38.923468,-77.0503647,"DC","1971","1.73","8.0","3.6","373","10.9","691","0.9","1.6","5.2","1.8","28.1","62.2","98.8","90.3","85.4","2560","27.7","5.4","48.7","8.8","5.0","29.5","5.0","2.2","3.3","3.9","6.5","15.2","11.0","19.3","11.9","21.8","102398","139973","8.2","17.8","48.5","20.4","3.2","5.0","5.1","55.3","3.1","1.8","4.2","0.0","4.7","3.0","83.2"
"12","1400000US11001000502","3000 Connecticut Ave NW / National Zoo",31307,49859,36480,38.9298333,-77.0560416,"DC","1559","1.95","4.5","4.7","467","15.3","495","0.5","1.7","6.2","1.2","29.5","59.4","97.9","88.9","79.7","2092","27.9","8.5","47.3","3.8","3.6","27.5","2.8","1.5","0.6","4.7","3.0","11.9","12.4","26.2","9.5","27.5","119650","177083","0.0","5.7","35.2","30.2","13.3","4.7","10.9","56.6","3.4","0.5","5.5","0.0","1.1","3.7","85.8"
"13","1400000US11001000702","39th & Calvert St NW / Stoddert",31306,43302,18151,38.922672,-77.078913,"DC","2147","1.56","5.6","2.5","254","7.6","784","3.3","7.3","12.5","1.0","28.7","44.6","94.2","73.3","84.7","2413","39.4","4.1","36.0","15.4","2.9","30.1","4.8","8.4","6.1","3.4","9.3","23.1","16.8","17.7","6.5","3.7","70718","78524","0.0","9.1","50.3","23.5","7.3","3.9","6.0","51.0","8.4","0.6","7.3","0.0","3.1","3.9","76.7"
"14","1400000US11001000801","Nebraska Ave/AU East Campus",31320,851,839,38.9358454,-77.0868365,"DC","2883","2.20","3.7","5.4","1211","19.1","2075","0.5","3.4","6.7","1.4","34.0","53.0","98.6","87.1","61.7","3250","60.5","11.0","12.2","5.3","4.0","26.7","4.4","0.9","4.6","5.0","5.2","5.7","11.1","14.2","11.8","37.1","145592","219341","1.6","2.7","32.8","37.2","13.5","8.2","5.7","51.5","6.9","0.4","4.8","0.0","3.2","4.7","80.0"
"15","1400000US11001000901","Ward Circle / American University",31301,34529,21081,38.937273,-77.087111,"DC","1580","2.87","8.2","3.2","1234","27.3","4251","1.7","3.5","7.5","2.0","27.9","56.4","97.4","84.3","50.4","3015","33.7","10.0","14.4","17.4","6.1","25.2","2.3","2.2","1.4","0.0","5.0","5.4","5.6","12.5","10.2","55.4","235517","369548","1.4","3.5","29.5","25.9","21.4","11.6","8.2","57.8","8.3","0.1","7.1","0.0","1.8","4.0","78.7"
"16","1400000US11001001001","Fessenden St & Wisconsin Ave NW",31309,7660,7360,38.9547117,-77.0826423,"DC","2823","2.71","5.5","5.7","2279","29.8","2602","0.6","2.4","5.4","2.2","29.0","60.0","99.0","89.0","66.0","3927","39.5","7.5","32.4","5.7","7.1","29.9","1.7","0.6","0.5","1.3","8.4","4.5","9.0","18.3","20.7","34.9","160412","187258","0.0","2.2","25.6","33.2","15.8","8.5","14.8","51.2","2.9","0.0","5.5","0.0","0.9","7.0","83.7"
"17","1400000US11001001001","Tenleytown / Wisconsin Ave & Albemarle St NW",31303,57611,30250,38.9479287,-77.0796836,"DC","2823","2.71","5.5","5.7","2279","29.8","2602","0.6","2.4","5.4","2.2","29.0","60.0","99.0","89.0","66.0","3927","39.5","7.5","32.4","5.7","7.1","29.9","1.7","0.6","0.5","1.3","8.4","4.5","9.0","18.3","20.7","34.9","160412","187258","0.0","2.2","25.6","33.2","15.8","8.5","14.8","51.2","2.9","0.0","5.5","0.0","0.9","7.0","83.7"
"18","1400000US11001001002","Wisconsin Ave & Newark St NW",31302,52168,31017,38.9346366,-77.0725243,"DC","1975","1.90","5.0","3.3","482","12.8","1404","2.9","2.9","10.7","0.3","27.8","52.5","94.1","80.2","74.0","2347","45.9","1.9","31.5","12.8","3.8","27.8","15.4","2.8","6.0","2.9","11.8","4.7","9.9","16.1","16.1","14.3","91473","115592","0.0","13.1","47.4","26.2","7.5","5.7","0.0","57.8","5.2","0.0","8.7","0.0","0.5","3.5","82.0"
"19","1400000US11001001100","Wisconsin Ave & Ingomar St NW",31317,3254,2233,38.9580041,-77.0843187,"DC","2138","2.31","5.2","6.2","1268","25.7","1032","0.3","5.8","5.3","1.6","40.1","46.7","99.5","86.8","68.3","2711","39.1","3.4","39.5","5.1","3.3","30.6","2.8","1.2","1.7","1.2","7.7","7.1","10.4","17.1","9.3","41.7","156250","232815","0.8","5.9","29.9","32.9","12.2","8.9","10.2","53.1","9.4","1.4","5.9","0.0","0.8","2.4","80.2"
"20","1400000US11001001100","McKinley St & Connecticut Ave NW",31315,6446,5226,38.9649149,-77.0755946,"DC","2138","2.31","5.2","6.2","1268","25.7","1032","0.3","5.8","5.3","1.6","40.1","46.7","99.5","86.8","68.3","2711","39.1","3.4","39.5","5.1","3.3","30.6","2.8","1.2","1.7","1.2","7.7","7.1","10.4","17.1","9.3","41.7","156250","232815","0.8","5.9","29.9","32.9","12.2","8.9","10.2","53.1","9.4","1.4","5.9","0.0","0.8","2.4","80.2"
"21","1400000US11001001100","Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir",32014,12958,12132,38.9605715,-77.0856316,"DC","2138","2.31","5.2","6.2","1268","25.7","1032","0.3","5.8","5.3","1.6","40.1","46.7","99.5","86.8","68.3","2711","39.1","3.4","39.5","5.1","3.3","30.6","2.8","1.2","1.7","1.2","7.7","7.1","10.4","17.1","9.3","41.7","156250","232815","0.8","5.9","29.9","32.9","12.2","8.9","10.2","53.1","9.4","1.4","5.9","0.0","0.8","2.4","80.2"
"22","1400000US11001001100","Wisconsin Ave & Brandywine St NW",31319,3559,1398,38.9496833,-77.080393,"DC","2138","2.31","5.2","6.2","1268","25.7","1032","0.3","5.8","5.3","1.6","40.1","46.7","99.5","86.8","68.3","2711","39.1","3.4","39.5","5.1","3.3","30.6","2.8","1.2","1.7","1.2","7.7","7.1","10.4","17.1","9.3","41.7","156250","232815","0.8","5.9","29.9","32.9","12.2","8.9","10.2","53.1","9.4","1.4","5.9","0.0","0.8","2.4","80.2"
"23","1400000US11001001200","Yuma St & Tenley Circle NW",31316,3259,945,38.9462929,-77.0784286,"DC","2512","1.96","6.1","6.7","941","19.1","1118","0.3","5.8","9.0","0.0","32.8","51.1","98.7","84.0","78.6","3171","31.3","6.6","45.1","6.0","0.8","30.1","2.0","0.0","8.5","4.3","3.5","15.0","15.1","11.8","14.7","25.2","105000","155148","0.0","8.2","33.1","23.8","20.5","4.8","9.6","52.1","6.2","0.0","4.8","0.0","1.4","5.6","82.0"
"24","1400000US11001001200","Connecticut Ave & Tilden St NW",31313,15031,11179,38.9410109,-77.0616876,"DC","2512","1.96","6.1","6.7","941","19.1","1118","0.3","5.8","9.0","0.0","32.8","51.1","98.7","84.0","78.6","3171","31.3","6.6","45.1","6.0","0.8","30.1","2.0","0.0","8.5","4.3","3.5","15.0","15.1","11.8","14.7","25.2","105000","155148","0.0","8.2","33.1","23.8","20.5","4.8","9.6","52.1","6.2","0.0","4.8","0.0","1.4","5.6","82.0"
"25","1400000US11001001200","39th & Veazey St NW",31308,22525,13711,38.9439722,-77.0770392,"DC","2512","1.96","6.1","6.7","941","19.1","1118","0.3","5.8","9.0","0.0","32.8","51.1","98.7","84.0","78.6","3171","31.3","6.6","45.1","6.0","0.8","30.1","2.0","0.0","8.5","4.3","3.5","15.0","15.1","11.8","14.7","25.2","105000","155148","0.0","8.2","33.1","23.8","20.5","4.8","9.6","52.1","6.2","0.0","4.8","0.0","1.4","5.6","82.0"
"26","1400000US11001001302","Connecticut Ave & Newark St NW / Cleveland Park",31305,53742,47110,38.9340854,-77.0576414,"DC","4538","1.62","4.4","2.6","543","7.4","1413","0.3","2.3","9.4","1.9","33.5","52.0","99.1","85.5","79.5","5318","27.8","3.7","50.8","10.2","1.8","27.7","4.7","3.5","3.8","3.4","5.8","16.9","8.5","28.8","9.2","15.4","106987","135515","2.4","9.3","51.2","22.9","9.3","3.7","3.7","59.0","10.1","0.0","9.9","0.0","4.4","2.4","73.2"
"27","1400000US11001001302","Connecticut Ave & Yuma St NW",31318,5031,4595,38.9467383,-77.0650041,"DC","4538","1.62","4.4","2.6","543","7.4","1413","0.3","2.3","9.4","1.9","33.5","52.0","99.1","85.5","79.5","5318","27.8","3.7","50.8","10.2","1.8","27.7","4.7","3.5","3.8","3.4","5.8","16.9","8.5","28.8","9.2","15.4","106987","135515","2.4","9.3","51.2","22.9","9.3","3.7","3.7","59.0","10.1","0.0","9.9","0.0","4.4","2.4","73.2"
"28","1400000US11001001302","Van Ness Metro / UDC",31300,45281,40368,38.9445504,-77.0637321,"DC","4538","1.62","4.4","2.6","543","7.4","1413","0.3","2.3","9.4","1.9","33.5","52.0","99.1","85.5","79.5","5318","27.8","3.7","50.8","10.2","1.8","27.7","4.7","3.5","3.8","3.4","5.8","16.9","8.5","28.8","9.2","15.4","106987","135515","2.4","9.3","51.2","22.9","9.3","3.7","3.7","59.0","10.1","0.0","9.9","0.0","4.4","2.4","73.2"
"29","1400000US11001001402","Connecticut & Nebraska Ave NW",31310,24003,17871,38.956033,-77.070411,"DC","1537","2.10","13.2","3.6","746","23.1","772","2.4","7.4","6.6","1.3","26.5","52.1","93.9","78.6","66.0","1646","39.1","14.8","24.2","3.8","1.8","31.3","5.2","4.0","5.1","4.6","7.2","8.3","12.6","10.5","10.7","31.7","107348","185173","0.0","3.3","34.5","36.2","12.8","5.4","7.8","53.4","9.3","1.2","7.0","0.0","1.8","3.5","77.2"
"30","1400000US11001001702","Takoma Metro",31408,25397,20805,38.9754873,-77.0178215,"DC","1388","2.15","6.0","3.2","584","19.6","562","5.1","10.9","15.1","2.7","24.9","37.8","91.6","62.8","78.2","1958","32.2","4.3","45.7","1.8","2.6","31.1","2.6","1.0","2.8","3.5","7.4","19.9","16.1","18.3","10.0","18.3","89268","137017","0.0","7.2","33.6","26.9","14.3","6.7","11.2","52.4","46.0","0.0","1.2","0.3","5.6","2.9","44.1"
"31","1400000US11001001804","Georgia Ave & Piney Branch Rd NW",31414,968,772,38.9675903,-77.0274725,"DC","2105","2.69","10.9","5.1","1623","28.7","1506","7.3","25.8","16.5","6.6","16.6","12.6","78.1","29.2","65.9","2712","47.8","9.7","36.8","0.0","2.1","31.4","8.9","6.8","13.1","13.9","15.1","15.7","7.7","10.6","3.8","4.3","41894","61070","18.9","3.0","38.5","26.9","15.5","6.7","9.3","52.5","66.2","0.7","1.4","0.0","15.6","0.2","15.9"
"32","1400000US11001001804","Georgia & Missouri Ave NW",31411,3414,2440,38.9613103,-77.0280061,"DC","2105","2.69","10.9","5.1","1623","28.7","1506","7.3","25.8","16.5","6.6","16.6","12.6","78.1","29.2","65.9","2712","47.8","9.7","36.8","0.0","2.1","31.4","8.9","6.8","13.1","13.9","15.1","15.7","7.7","10.6","3.8","4.3","41894","61070","18.9","3.0","38.5","26.9","15.5","6.7","9.3","52.5","66.2","0.7","1.4","0.0","15.6","0.2","15.9"
"33","1400000US11001001902","3rd & Underwood St NW",31413,1104,1122,38.9686299,-77.016176,"DC","816","2.85","11.6","7.4","679","29.2","383","2.4","16.2","32.0","2.2","16.4","25.3","92.2","41.7","65.3","1203","53.4","7.1","33.1","1.8","1.2","38.8","6.0","1.8","8.9","3.9","8.7","16.4","16.8","16.9","10.4","10.0","82344","97078","7.2","3.6","20.2","23.7","13.5","7.5","31.6","54.1","71.5","0.1","0.9","0.0","5.2","5.1","17.2"
"34","1400000US11001002002","14th St & Colorado Ave NW",31407,15415,9786,38.9559719,-77.0334281,"DC","1350","2.86","9.4","7.6","997","25.8","915","6.2","17.4","18.1","4.1","22.7","25.0","87.3","47.7","73.6","2087","55.4","3.9","26.6","0.6","6.1","30.1","4.1","2.4","13.2","6.1","3.1","15.6","16.3","18.1","5.1","16.1","82500","119606","8.8","3.6","26.8","35.3","9.6","10.1","14.6","52.1","54.2","0.0","1.9","0.0","13.0","2.9","28.0"
"35","1400000US11001002002","Georgia Ave & Emerson St NW",31405,11325,7422,38.9497342,-77.0271353,"DC","1350","2.86","9.4","7.6","997","25.8","915","6.2","17.4","18.1","4.1","22.7","25.0","87.3","47.7","73.6","2087","55.4","3.9","26.6","0.6","6.1","30.1","4.1","2.4","13.2","6.1","3.1","15.6","16.3","18.1","5.1","16.1","82500","119606","8.8","3.6","26.8","35.3","9.6","10.1","14.6","52.1","54.2","0.0","1.9","0.0","13.0","2.9","28.0"
"36","1400000US11001002302","1st & Washington Hospital Center NW",31507,20323,14229,38.9294835,-77.0150825,"DC","779","1.85","11.5","29.2","101","7.0","386","2.4","20.8","15.6","0.8","23.3","33.1","93.7","56.4","49.8","764","48.8","1.2","30.2","6.7","10.6","38.3","16.0","7.7","3.3","14.5","3.3","19.3","10.5","15.3","6.8","3.2","60205","69073","8.4","7.6","45.8","27.9","12.3","5.4","1.0","44.6","44.2","0.0","6.0","0.0","3.6","3.1","43.1"
"37","1400000US11001002400","Georgia & New Hampshire Ave NW",31400,88422,67721,38.9364085,-77.0243003,"DC","1378","3.07","10.1","5.4","1042","24.6","784","5.7","18.4","17.5","4.1","25.0","22.9","87.9","47.9","72.0","2510","38.0","6.4","44.9","0.7","6.9","31.2","2.7","3.0","2.2","7.5","7.5","13.2","9.7","27.9","14.6","11.7","104651","122376","1.3","4.0","30.7","30.7","15.2","6.0","13.4","50.1","51.3","0.5","2.3","0.0","13.1","4.4","28.4"
"38","1400000US11001002400","9th & Upshur St NW",31404,38359,29435,38.9418787,-77.025066,"DC","1378","3.07","10.1","5.4","1042","24.6","784","5.7","18.4","17.5","4.1","25.0","22.9","87.9","47.9","72.0","2510","38.0","6.4","44.9","0.7","6.9","31.2","2.7","3.0","2.2","7.5","7.5","13.2","9.7","27.9","14.6","11.7","104651","122376","1.3","4.0","30.7","30.7","15.2","6.0","13.4","50.1","51.3","0.5","2.3","0.0","13.1","4.4","28.4"
"39","1400000US11001002501","14th & Upshur St NW",31406,23240,16067,38.941867,-77.0327244,"DC","1095","2.69","9.8","5.3","641","21.8","663","11.8","20.1","17.5","2.5","12.2","23.8","76.2","36.0","70.0","1607","37.5","7.8","44.6","0.9","4.0","37.3","18.4","10.7","12.4","4.2","5.8","5.5","7.8","11.5","5.3","18.5","48893","108936","18.6","7.4","27.2","40.5","9.3","1.4","14.2","46.6","45.7","0.0","1.1","0.0","14.8","5.1","33.4"
"40","1400000US11001002501","14th St Heights / 14th & Crittenden St NW",31402,17564,12148,38.9480833,-77.0327696,"DC","1095","2.69","9.8","5.3","641","21.8","663","11.8","20.1","17.5","2.5","12.2","23.8","76.2","36.0","70.0","1607","37.5","7.8","44.6","0.9","4.0","37.3","18.4","10.7","12.4","4.2","5.8","5.5","7.8","11.5","5.3","18.5","48893","108936","18.6","7.4","27.2","40.5","9.3","1.4","14.2","46.6","45.7","0.0","1.1","0.0","14.8","5.1","33.4"
"41","1400000US11001002702","Harvard St & Adams Mill Rd NW",31112,29171,29715,38.9280355,-77.0434081,"DC","2394","2.65","9.3","2.3","1021","16.1","1117","8.1","13.8","4.4","1.3","25.7","41.7","86.9","67.4","77.2","4130","21.2","3.7","45.8","8.8","15.0","30.2","5.5","4.1","7.4","5.6","9.5","16.0","12.0","9.5","7.0","23.4","76541","124744","3.9","4.8","46.3","24.1","12.0","3.0","9.8","51.4","14.2","0.0","2.3","0.0","5.7","5.2","72.6"
"42","1400000US11001002702","Lamont & Mt Pleasant NW",31107,119509,93257,38.9311391,-77.0382492,"DC","2394","2.65","9.3","2.3","1021","16.1","1117","8.1","13.8","4.4","1.3","25.7","41.7","86.9","67.4","77.2","4130","21.2","3.7","45.8","8.8","15.0","30.2","5.5","4.1","7.4","5.6","9.5","16.0","12.0","9.5","7.0","23.4","76541","124744","3.9","4.8","46.3","24.1","12.0","3.0","9.8","51.4","14.2","0.0","2.3","0.0","5.7","5.2","72.6"
"43","1400000US11001002802","16th & Irving St NW",31122,18572,10739,38.9286821,-77.0364572,"DC","1997","2.22","8.7","3.0","828","18.6","1113","7.6","17.4","8.0","1.3","21.2","26.7","74.6","47.9","81.4","2751","16.9","4.7","63.8","7.0","6.2","31.9","15.7","1.7","9.6","10.3","9.5","15.7","14.6","12.9","4.3","5.7","57652","69528","27.0","4.0","60.3","23.5","5.5","1.6","5.2","53.8","25.0","0.1","7.1","0.0","25.0","1.1","41.7"
"44","1400000US11001002802","16th & Harvard St NW",31103,158906,88877,38.9262791,-77.03645,"DC","1997","2.22","8.7","3.0","828","18.6","1113","7.6","17.4","8.0","1.3","21.2","26.7","74.6","47.9","81.4","2751","16.9","4.7","63.8","7.0","6.2","31.9","15.7","1.7","9.6","10.3","9.5","15.7","14.6","12.9","4.3","5.7","57652","69528","27.0","4.0","60.3","23.5","5.5","1.6","5.2","53.8","25.0","0.1","7.1","0.0","25.0","1.1","41.7"
"45","1400000US11001002802","14th & Irving St NW",31124,30710,20640,38.9287745,-77.0326404,"DC","1997","2.22","8.7","3.0","828","18.6","1113","7.6","17.4","8.0","1.3","21.2","26.7","74.6","47.9","81.4","2751","16.9","4.7","63.8","7.0","6.2","31.9","15.7","1.7","9.6","10.3","9.5","15.7","14.6","12.9","4.3","5.7","57652","69528","27.0","4.0","60.3","23.5","5.5","1.6","5.2","53.8","25.0","0.1","7.1","0.0","25.0","1.1","41.7"
"46","1400000US11001002900","Park Rd & Holmead Pl NW",31602,153604,122851,38.9309272,-77.030867,"DC","1551","2.80","4.5","3.0","770","17.8","788","3.7","13.2","6.6","5.5","27.4","34.8","87.5","62.2","86.3","3051","19.2","5.3","56.5","6.4","9.1","34.0","2.6","2.4","5.3","3.4","7.2","19.6","11.9","19.4","10.8","17.5","93672","116284","7.1","6.4","44.3","33.1","5.7","3.7","6.8","51.9","28.8","0.0","2.9","0.0","17.1","4.1","47.1"
"47","1400000US11001002900","14th St & Spring Rd NW",31401,62584,48829,38.9370752,-77.0327226,"DC","1551","2.80","4.5","3.0","770","17.8","788","3.7","13.2","6.6","5.5","27.4","34.8","87.5","62.2","86.3","3051","19.2","5.3","56.5","6.4","9.1","34.0","2.6","2.4","5.3","3.4","7.2","19.6","11.9","19.4","10.8","17.5","93672","116284","7.1","6.4","44.3","33.1","5.7","3.7","6.8","51.9","28.8","0.0","2.9","0.0","17.1","4.1","47.1"
"48","1400000US11001003100","Columbia Rd & Georgia Ave NW",31115,63355,42675,38.9281258,-77.023104,"DC","1188","2.67","8.7","3.3","584","18.4","640","6.1","20.8","7.4","1.0","32.5","21.4","83.1","53.8","81.3","2075","17.3","6.6","50.6","6.7","16.0","33.4","2.0","7.1","6.1","5.4","6.4","15.8","15.1","17.6","10.6","14.0","84278","124203","12.5","4.0","50.1","25.8","6.1","7.8","6.2","52.8","29.6","0.3","8.8","0.0","17.2","3.3","40.8"
"49","1400000US11001003100","11th & Kenyon St NW",31102,126550,96489,38.9296718,-77.0277415,"DC","1188","2.67","8.7","3.3","584","18.4","640","6.1","20.8","7.4","1.0","32.5","21.4","83.1","53.8","81.3","2075","17.3","6.6","50.6","6.7","16.0","33.4","2.0","7.1","6.1","5.4","6.4","15.8","15.1","17.6","10.6","14.0","84278","124203","12.5","4.0","50.1","25.8","6.1","7.8","6.2","52.8","29.6","0.3","8.8","0.0","17.2","3.3","40.8"
"50","1400000US11001003302","Florida Ave & R St NW",31503,100320,100255,38.9126015,-77.013272,"DC","869","2.51","7.7","3.4","367","16.8","384","1.9","8.3","9.1","1.5","37.8","39.0","95.8","76.8","83.5","1504","34.3","4.1","32.0","16.0","9.2","29.2","5.6","3.7","3.2","2.8","3.6","4.9","14.5","22.8","21.2","17.7","121375","136549","8.0","7.4","41.2","28.5","10.2","4.6","8.1","53.3","41.5","0.1","4.5","0.0","2.9","2.4","48.5"
"51","1400000US11001003302","1st & Rhode Island Ave NW",31506,92069,93424,38.9156722,-77.0121582,"DC","869","2.51","7.7","3.4","367","16.8","384","1.9","8.3","9.1","1.5","37.8","39.0","95.8","76.8","83.5","1504","34.3","4.1","32.0","16.0","9.2","29.2","5.6","3.7","3.2","2.8","3.6","4.9","14.5","22.8","21.2","17.7","121375","136549","8.0","7.4","41.2","28.5","10.2","4.6","8.1","53.3","41.5","0.1","4.5","0.0","2.9","2.4","48.5"
"52","1400000US11001003400","Georgia Ave and Fairmont St NW",31207,38659,26736,38.925162,-77.022664,"DC","1163","2.29","9.3","3.1","472","17.7","2615","5.9","18.5","12.3","1.7","27.1","30.0","89.6","57.1","51.4","1951","25.6","1.8","38.0","14.0","13.1","27.3","14.0","5.8","8.4","9.5","2.7","4.9","10.7","20.9","5.1","18.1","87535","99744","18.7","2.4","50.4","24.6","11.5","4.6","6.5","59.5","65.7","0.0","1.9","0.0","2.5","3.2","26.7"
"53","1400000US11001003400","3rd & Elm St NW",31118,42692,41713,38.9175043,-77.0159591,"DC","1163","2.29","9.3","3.1","472","17.7","2615","5.9","18.5","12.3","1.7","27.1","30.0","89.6","57.1","51.4","1951","25.6","1.8","38.0","14.0","13.1","27.3","14.0","5.8","8.4","9.5","2.7","4.9","10.7","20.9","5.1","18.1","87535","99744","18.7","2.4","50.4","24.6","11.5","4.6","6.5","59.5","65.7","0.0","1.9","0.0","2.5","3.2","26.7"
"54","1400000US11001003500","10th & Florida Ave NW",31120,33988,32025,38.920534,-77.025992,"DC","1194","2.31","9.4","2.2","458","16.6","3164","11.7","14.0","11.2","2.8","31.2","24.7","83.8","55.9","57.2","2559","19.0","3.6","46.1","18.5","6.6","28.6","13.7","6.9","13.3","5.4","3.6","6.8","12.7","18.8","7.5","11.2","77500","92899","18.4","6.7","47.7","28.7","10.6","2.1","4.2","56.0","72.4","0.0","5.4","0.0","1.0","1.8","19.5"
